doc_id	OID	GID	oriSent	genSent	repToken	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	pairPrecision	pairRecall	oriDepth	newDepth	depthConsistent	keepTest	isBuggy
bn/mnb/00/mnb_0019	6	52	"It was very stern, very direct and it left no question, I think, in the minds of anybody that this court unanimously believes that certification should include the manual recount, and that is a clear victory for Vice President Al Gore."	"It was very stern, very direct and it left no question, I think, in the minds of anybody that this court unanimously believes that certification should exclude the manual recount, and that is a clear victory for Vice President Al Gore."	include -> exclude	FALSE	TRUE	"[[[35, 35], [29, 29]], [[8, 8], [0, 0]]]"	"[['that', 'include'], ['it', 'It']]"	"[[[0, 0], [8, 8]]]"	"[['It', 'it']]"	"[[[0, 0], [8, 8]]]"	"[['It', 'it']]"	100	100	"{8, 4}"	"{8, 4}"	TRUE	TRUE	TRUE
nw/wsj/23/wsj_2376	163	13	"Renaissance is keeping its money entirely in cash equivalents, primarily U.S. Treasury bills."	"Renaissance is keeping its money entirely in cash equivalents, primarily USA Treasury bills."	U.S. -> USA	TRUE	TRUE	"[[[3, 3], [0, 0]]]"	"[['its', 'Renaissance']]"	"[[[0, 0], [3, 3]]]"	"[['Renaissance', 'its']]"	"[[[0, 0], [3, 3]]]"	"[['Renaissance', 'its']]"	100	100	"{3, 5}"	"{3, 5}"	TRUE	TRUE	FALSE
nw/xinhua/02/chtb_0289	76	47	"Owners of intellectual property rights, when requesting Customs to investigate and deal with goods that violate rights, should bear responsibility for reporting, assist Customs to develop investigation work and pay the appraisal and investigation of the related goods and other related expenses."	"Owners of intellectual property rights, when requesting Customs to investigate and deal with goods that violate rights, should bear responsibility for reporting, assist Customs to develop investigation oeuvre and pay the appraisal and investigation of the related goods and other related expenses."	work -> oeuvre	TRUE	TRUE	"[[[8, 8], [26, 26]]]"	"[['Customs', 'Customs']]"	"[[[8, 8], [26, 26]]]"	"[['Customs', 'Customs']]"	"[[[8, 8], [26, 26]]]"	"[['Customs', 'Customs']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE	FALSE
nw/xinhua/01/chtb_0139	184	27	"Especially deserving to be pointed out is that, after the first monthly deficit in July last year, the rest of the year saw successive monthly deficits with the amounts of deficit almost doubling, roaring from 20 million US dollars in July to 722 million US dollars in December, reducing the 1997 annual accumulative trade surplus amount to a trivial number."	"Especially deserving to be pointed out is that, after the first monthly deficit in July last year, the ease of the year saw successive monthly deficits with the amounts of deficit almost doubling, roaring from 20 million US dollars in July to 722 million US dollars in December, reducing the 1997 annual accumulative trade surplus amount to a trivial number."	rest -> ease	FALSE	FALSE	"[[[15, 15], [43, 43]], [[16, 17], [22, 23], [54, 54]]]"	"[['July', 'July'], ['last year', 'the year', '1997']]"	"[[[15, 17], [43, 43]], [[16, 17], [54, 54]]]"	"[['July last year', 'July'], ['last year', '1997']]"	"[[[15, 17], [43, 43]], [[16, 17], [22, 23], [54, 54]]]"	"[['July last year', 'July'], ['last year', 'the year', '1997']]"	58.33	100	"{9, 12, 13, 6}"	"{6, 7, 8, 9, 12, 13}"	FALSE	TRUE	TRUE
bn/pri/00/pri_0079	69	45	"The book is filled with marvelous descriptions of the gorges through which he walks, the mountains that he climbs, indeed the book is called Soul Mountain, the mountain on which he hopes in some way or another to get in touch with his soul, his individual soul, as opposed to that mass kind of soul being enforced upon him by the Communist Chinese authorities, the social realism that the cadres would have him write in."	"The book is filled with marvelous descriptions of the gorges through which he walks, the mountains that he climbs, indeed the book is called Soul Mountain, the mountain on which he hopes in some way or another to mystify in touch with his soul, his individual soul, as opposed to that mass kind of soul being enforced upon him by the Communist Chinese authorities, the social realism that the cadres would have him write in."	get -> mystify	FALSE	TRUE	"[[[33, 33], [78, 78], [63, 63], [45, 45], [48, 48], [18, 18], [12, 12]], [[22, 23], [0, 1]]]"	"[['he', 'him', 'him', 'his', 'his', 'he', 'he'], ['the book', 'The book']]"	"[[[0, 1], [12, 12], [18, 18], [22, 23], [33, 33], [45, 45], [48, 48], [63, 63], [78, 78]], [[45, 46], [48, 50]]]"	"[['The book', 'he', 'he', 'the book', 'he', 'his', 'his', 'him', 'him'], ['his soul', 'his individual soul']]"	"[[[0, 1], [12, 12], [18, 18], [22, 23], [33, 33], [45, 45], [48, 48], [63, 63], [78, 78]], [[45, 46], [48, 50]]]"	"[['The book', 'he', 'he', 'the book', 'he', 'his', 'his', 'him', 'him'], ['his soul', 'his individual soul']]"	100	100	"{3, 10, 12, 14, 15, 17, 20}"	"{3, 10, 12, 14, 15, 17, 20}"	TRUE	TRUE	TRUE
bn/cnn/01/cnn_0109	23	11	The news agency is quoting a Yemeni source who says the investigators have wrapped up their questioning and will hand the case over to prosecutors.	The news agency is quoting a Yemeni author who says the investigators have wrapped up their questioning and will hand the case over to prosecutors.	source -> author	TRUE	TRUE	"[[[15, 15], [10, 11]]]"	"[['their', 'the investigators']]"	"[[[10, 11], [15, 15]]]"	"[['the investigators', 'their']]"	"[[[10, 11], [15, 15]]]"	"[['the investigators', 'their']]"	100	100	"{11, 14}"	"{11, 14}"	TRUE	TRUE	FALSE
bn/cnn/02/cnn_0239	167	9	We will get by we will survive.	We will scram by we will survive.	get -> scram	TRUE	TRUE	"[[[0, 0], [4, 4]]]"	"[['We', 'we']]"	"[[[0, 0], [4, 4]]]"	"[['We', 'we']]"	"[[[0, 0], [4, 4]]]"	"[['We', 'we']]"	100	100	"{3, 7}"	"{3, 7}"	TRUE	TRUE	FALSE
bn/cnn/00/cnn_0049	75	3	"As Greg Lefevre reports, many stores have sold out of the game even before its release."	"As Greg Lefevre reports, many stores have sell out of the game even before its release."	sold -> sell	TRUE	TRUE	"[[[11, 12], [15, 15]]]"	"[['the game', 'its']]"	"[[[11, 12], [15, 15]]]"	"[['the game', 'its']]"	"[[[11, 12], [15, 15]]]"	"[['the game', 'its']]"	100	100	"{6, 7}"	{7}	FALSE	TRUE	FALSE
bn/abc/00/abc_0029	5	10	We asked Judy Muller if she would like to do the story of a fascinating man.	We asked Judy Muller if she would like to do the tale of a fascinating man.	story -> tale	TRUE	TRUE	"[[[2, 3], [5, 5]]]"	"[['Judy Muller', 'she']]"	"[[[2, 3], [5, 5]]]"	"[['Judy Muller', 'she']]"	"[[[2, 3], [5, 5]]]"	"[['Judy Muller', 'she']]"	100	100	"{4, 6}"	"{4, 6}"	TRUE	TRUE	FALSE
bn/cnn/04/cnn_0429	54	27	"It is no secret that the significant differences between our two countries earlier this year on how best to handle Iraq, but we are now able to look forward together firmly in agreement on the route we have decided in the United Nations, although, the tragic loss of British lives today reminds us all of the difficulties to be faced."	"It is no secret that the significant differences between our two countries earlier this year on how best to handle Iraq, but we are now unable to look forward together firmly in agreement on the route we have decided in the United Nations, although, the tragic loss of British lives today reminds us all of the difficulties to be faced."	able -> unable	FALSE	TRUE	"[[[9, 11], [23, 23], [37, 37]]]"	"[['our two countries', 'we', 'we']]"	"[[[23, 23], [37, 37], [55, 55]]]"	"[['we', 'we', 'us']]"	"[[[23, 23], [37, 37], [55, 55]]]"	"[['we', 'we', 'us']]"	100	100	"{4, 8, 13}"	"{4, 8, 13}"	TRUE	TRUE	TRUE
bn/cnn/02/cnn_0219	83	21	No one knows what will happen as the pups grow older and are able to open their eyes.	No one knows what will happen as the pups grow older and are able to give their eyes.	open -> give	TRUE	TRUE	"[[[16, 16], [7, 8]]]"	"[['their', 'the pups']]"	"[[[7, 8], [16, 16]]]"	"[['the pups', 'their']]"	"[[[7, 8], [16, 16]]]"	"[['the pups', 'their']]"	100	100	"{16, 10}"	"{16, 10}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2355	151	12	"Mr. Thygerson said he had planned to travel between the job in Denver and his San Diego home, but has found the commute too difficult to continue."	"Mr. Thygerson said he had planned to travel between the job in Denver and his San Diego home, but has bump the commute too difficult to continue."	found -> bump	TRUE	TRUE	"[[[0, 1], [3, 3], [14, 14]]]"	"[['Mr. Thygerson', 'he', 'his']]"	"[[[0, 1], [3, 3], [14, 14]]]"	"[['Mr. Thygerson', 'he', 'his']]"	"[[[0, 1], [3, 3], [14, 14]]]"	"[['Mr. Thygerson', 'he', 'his']]"	100	100	"{3, 6, 10, 14, 15}"	"{3, 6, 10, 14, 15}"	TRUE	TRUE	FALSE
bn/cnn/03/cnn_0329	41	7	I wish I could tell you which site this flag was hoisted in.	I wish I could recite you which site this flag was hoisted in.	tell -> recite	TRUE	TRUE	"[[[2, 2], [0, 0]]]"	"[['I', 'I']]"	"[[[0, 0], [2, 2]]]"	"[['I', 'I']]"	"[[[0, 0], [2, 2]]]"	"[['I', 'I']]"	100	100	"{3, 6}"	"{3, 6}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1009	98	22	"Taiwanese business people here run their factories like they drive their cars, in high gear."	"Taiwanese business people here run their factories like they attract their cars, in high gear."	drive -> attract	FALSE	TRUE	"[[[5, 5], [10, 10], [0, 3], [8, 8]]]"	"[['their', 'their', 'Taiwanese business people here', 'they']]"	"[[[5, 5], [8, 8], [10, 10]]]"	"[['their', 'they', 'their']]"	"[[[5, 5], [8, 8], [10, 10]]]"	"[['their', 'they', 'their']]"	100	100	"{4, 6, 7}"	"{4, 6, 7}"	TRUE	TRUE	TRUE
mz/sinorama/10/ectb_1069	79	7	"In comparison to youth or old age, the middle years are often thought of as the time when power, ability, wealth, and physical strength are all at or near their peak, so that one has no excuse for feeling melancholy."	"In comparison to youth or young age, the middle years are often thought of as the time when power, ability, wealth, and physical strength are all at or near their peak, so that one has no excuse for feeling melancholy."	old -> young	TRUE	TRUE	"[[[19, 27], [33, 33]]]"	"[['power , ability , wealth , and physical strength', 'their']]"	"[[[19, 27], [33, 33]]]"	"[['power, ability, wealth, and physical strength', 'their']]"	"[[[19, 27], [33, 33]]]"	"[['power, ability, wealth, and physical strength', 'their']]"	100	100	"{10, 11}"	"{10, 11}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2323	12	6	"Information International said it believes that the complaints, filed in federal court in Georgia, are without merit."	"Information International said it believes that the complaints, filed in federal lawcourt in Georgia, are without merit."	court -> lawcourt	TRUE	TRUE	"[[[0, 1], [3, 3]]]"	"[['Information International', 'it']]"	"[[[0, 1], [3, 3]]]"	"[['Information International', 'it']]"	"[[[0, 1], [3, 3]]]"	"[['Information International', 'it']]"	100	100	"{11, 10, 3, 6}"	"{11, 10, 3, 6}"	TRUE	TRUE	FALSE
bn/voa/02/voa_0259	118	17	"In another interview Palestinian leader Yasser Arafat said the Israelis and Palestinians had made real progress Red Sea resort of Taba, but Prime Minister Ehud Barak has suspended contacts with the Palestinians until after the February 6th election."	"In another interview Palestinian leader Yasser Arafat said the Israelis and Palestinians had made veridical progress Red Sea resort of Taba, but Prime Minister Ehud Barak has suspended contacts with the Palestinians until after the February 6th election."	real -> veridical	FALSE	FALSE	"[[[11, 11], [31, 32]]]"	"[['Palestinians', 'the Palestinians']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
bn/voa/00/voa_0009	95	48	"They are going to allow India to assemble about 140 of these bombers here in India, and they are also going to finalize a deal whereby India will acquire the Admiral Gorshkov."	"They are going to allow India to assemble about 140 of these bombers here in India, and they are also going to finalize a deal whereby India will gain the Admiral Gorshkov."	acquire -> gain	TRUE	TRUE	"[[[15, 15], [5, 5], [27, 27]], [[0, 0], [18, 18]]]"	"[['India', 'India', 'India'], ['They', 'they']]"	"[[[0, 0], [18, 18]], [[5, 5], [15, 15], [27, 27]]]"	"[['They', 'they'], ['India', 'India', 'India']]"	"[[[0, 0], [18, 18]], [[5, 5], [15, 15], [27, 27]]]"	"[['They', 'they'], ['India', 'India', 'India']]"	100	100	"{4, 9, 11, 13}"	"{4, 9, 11, 13}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1029	152	16	"Mankind is always challenging his limits, and when, in the near future, biochips lift the veil of many diseases, the next challenge will have only just begun."	"Mankind is always challenging his limits, and when, in the near future, biochips rustle the veil of many diseases, the next challenge will have only just begun."	lift -> rustle	TRUE	TRUE	"[[[0, 0], [4, 4]]]"	"[['Mankind', 'his']]"	"[[[0, 0], [4, 4]]]"	"[['Mankind', 'his']]"	"[[[0, 0], [4, 4]]]"	"[['Mankind', 'his']]"	100	100	"{4, 6}"	"{4, 6}"	TRUE	TRUE	FALSE
nw/xinhua/00/chtb_0059	173	4	"Currently, Shanghai has established trade contacts with 205 countries and regions, and Southeast Asia, Oceania, Latin America, the Middle East and South Africa have become new markets opened up by Shanghai."	"Currently, Shanghai has shew trade contacts with 205 countries and regions, and Southeast Asia, Oceania, Latin America, the Middle East and South Africa have become new markets opened up by Shanghai."	established -> shew	TRUE	TRUE	"[[[2, 2], [35, 35]]]"	"[['Shanghai', 'Shanghai']]"	"[[[2, 2], [35, 35]]]"	"[['Shanghai', 'Shanghai']]"	"[[[2, 2], [35, 35]]]"	"[['Shanghai', 'Shanghai']]"	100	100	"{10, 4}"	"{10, 4}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1069	47	30	"Then spend more time with them, and encourage them to get more exercise and take care of themselves."	"Then spend more time with them, and encourage them to get more drill and take care of themselves."	exercise -> drill	TRUE	TRUE	"[[[9, 9], [5, 5], [18, 18]]]"	"[['them', 'them', 'themselves']]"	"[[[5, 5], [9, 9], [18, 18]]]"	"[['them', 'them', 'themselves']]"	"[[[5, 5], [9, 9], [18, 18]]]"	"[['them', 'them', 'themselves']]"	100	100	"{11, 6}"	"{11, 6}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1019	77	20	"Once I was driving her somewhere to report a story when we had an accident, and she suffered some badly broken bones."	"Once I was driving her somewhere to report a story when we had an accident, and she digest some badly broken bones."	suffered -> digest	TRUE	TRUE	"[[[4, 4], [17, 17]]]"	"[['her', 'she']]"	"[[[4, 4], [17, 17]]]"	"[['her', 'she']]"	"[[[4, 4], [17, 17]]]"	"[['her', 'she']]"	100	100	"{8, 4}"	"{8, 4}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1009	115	26	"Whether its arrival was by accident or design, a new age for Taiwanese firms in Dongguan is here."	"Whether its arrival was by accident or design, a new age for Formosan firms in Dongguan is here."	Taiwanese -> Formosan	FALSE	FALSE	"[[[1, 1], [9, 16]]]"	"[['its', 'a new age for Taiwanese firms in Dongguan']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	1	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the minor earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$60 million."	major -> minor	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE	FALSE
nw/xinhua/01/chtb_0139	184	36	"Especially deserving to be pointed out is that, after the first monthly deficit in July last year, the rest of the year saw successive monthly deficits with the amounts of deficit almost doubling, roaring from 20 million US dollars in July to 722 million US dollars in December, reducing the 1997 annual accumulative trade surplus amount to a trivial number."	"Especially deserving to be pointed out is that, after the first monthly deficit in July last year, the rest of the year saw sequent monthly deficits with the amounts of deficit almost doubling, roaring from 20 million US dollars in July to 722 million US dollars in December, reducing the 1997 annual accumulative trade surplus amount to a trivial number."	successive -> sequent	FALSE	TRUE	"[[[15, 15], [43, 43]], [[16, 17], [22, 23], [54, 54]]]"	"[['July', 'July'], ['last year', 'the year', '1997']]"	"[[[15, 17], [43, 43]], [[16, 17], [54, 54]]]"	"[['July last year', 'July'], ['last year', '1997']]"	"[[[15, 17], [43, 43]], [[16, 17], [54, 54]]]"	"[['July last year', 'July'], ['last year', '1997']]"	100	100	"{9, 12, 13, 6}"	"{9, 12, 13, 6}"	TRUE	TRUE	TRUE
bn/cnn/03/cnn_0339	168	25	"As you point out, of course, for the fact of the matter is, the mistakes of Saddam Hussein made possible his removal from power ultimately."	"As you point out, of course, for the fact of the matter is, the mistakes of Saddam Hussein made possible his removal from magnate ultimately."	power -> magnate	TRUE	TRUE	"[[[23, 23], [19, 20]]]"	"[['his', 'Saddam Hussein']]"	"[[[19, 20], [23, 23]]]"	"[['Saddam Hussein', 'his']]"	"[[[19, 20], [23, 23]]]"	"[['Saddam Hussein', 'his']]"	100	100	"{4, 5}"	"{4, 5}"	TRUE	TRUE	FALSE
bn/cnn/02/cnn_0299	193	12	"A man who had assault, he actually had assault with a deadly weapon, this is pictures."	"A man who had assault, he actually had assault with a deadly arm, this is pictures."	weapon -> arm	TRUE	TRUE	"[[[6, 6], [0, 4]]]"	"[['he', 'A man who had assault']]"	"[[[0, 4], [6, 6]]]"	"[['A man who had assault', 'he']]"	"[[[0, 4], [6, 6]]]"	"[['A man who had assault', 'he']]"	100	100	"{4, 5}"	"{4, 5}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2366	160	12	Being successful in careers and spending the money they make are top priorities for this group.	Being successful in careers and spending the money they micturate are top priorities for this group.	make -> micturate	FALSE	FALSE	"[[[8, 8], [14, 15]]]"	"[['they', 'this group']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
nw/wsj/23/wsj_2375	32	8	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such speculative securities over a stop of years.	period -> stop	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE	FALSE
bn/cnn/00/cnn_0049	75	5	"As Greg Lefevre reports, many stores have sold out of the game even before its release."	"As Greg Lefevre reports, many stores have deal out of the game even before its release."	sold -> deal	TRUE	TRUE	"[[[11, 12], [15, 15]]]"	"[['the game', 'its']]"	"[[[11, 12], [15, 15]]]"	"[['the game', 'its']]"	"[[[11, 12], [15, 15]]]"	"[['the game', 'its']]"	100	100	"{6, 7}"	{6}	FALSE	TRUE	FALSE
mz/sinorama/10/ectb_1049	4	30	"Lovers of Tanshui, while keeping close watch over her, are fearful that the giant beast of development may eventually come and bulldoze Tanshui away one piece of land at a time."	"Lovers of Tanshui, while keeping close watch over her, are fearful that the giant beast of development may eventually derive and bulldoze Tanshui away one piece of land at a time."	come -> derive	FALSE	TRUE	"[[[9, 9], [2, 2], [24, 24]]]"	"[['her', 'Tanshui', 'Tanshui']]"	"[[[2, 2], [9, 9], [14, 18], [24, 24]]]"	"[['Tanshui', 'her', 'the giant beast of development', 'Tanshui']]"	"[[[2, 2], [9, 9], [14, 18], [24, 24]]]"	"[['Tanshui', 'her', 'the giant beast of development', 'Tanshui']]"	100	100	"{6, 8, 10}"	"{6, 8, 10}"	TRUE	TRUE	TRUE
nw/wsj/23/wsj_2330	33	18	"However, as expected, Brazil waited for the crop estimate to come out and then cut the export price of its juice concentrate to about $ 1.34 a pound from around $ 1.55."	"However, as expected, Brazil waited for the crop estimate to go out and then cut the export price of its juice concentrate to about $1.34 a pound from around $1.55."	come -> go	TRUE	TRUE	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	100	100	"{3, 7}"	"{3, 7}"	TRUE	TRUE	FALSE
bn/pri/00/pri_0019	34	34	"If their intention was to deter us from our mission of promoting peace and security in the Middle East, they will fail utterly."	"If their intention was to deter us from our mission of promoting peace and security in the Middle East, they will flunk utterly."	fail -> flunk	TRUE	TRUE	"[[[8, 8], [6, 6]], [[20, 20], [1, 1]]]"	"[['our', 'us'], ['they', 'their']]"	"[[[1, 1], [20, 20]], [[6, 6], [8, 8]]]"	"[['their', 'they'], ['us', 'our']]"	"[[[1, 1], [20, 20]], [[6, 6], [8, 8]]]"	"[['their', 'they'], ['us', 'our']]"	100	100	"{11, 9, 3, 5}"	"{11, 9, 3, 5}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1009	3	0	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Changjiang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$60 million."	Chang -> Changjiang	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2362	89	53	"Just last week they announced they may make a joint bid to buy Ferranti International Signal PLC, a smaller British defense contractor rocked by alleged accounting fraud at a U.S. unit."	"Just last week they announced they may make a joint bid to buy Ferranti International Signal PLC, a smaller British defense contractor rocked by alleged accounting sham at a U.S. unit."	fraud -> sham	TRUE	TRUE	"[[[3, 3], [5, 5]]]"	"[['they', 'they']]"	"[[[3, 3], [5, 5]]]"	"[['they', 'they']]"	"[[[3, 3], [5, 5]]]"	"[['they', 'they']]"	100	100	"{3, 6}"	"{3, 6}"	TRUE	TRUE	FALSE
bn/nbc/00/nbc_0039	125	0	"Tonight, some of those families made it clear their battle is not over to get to the truth and however difficult, punish the real authors of this crime."	"Tonight, some of those families made it clear their conflict is not over to get to the truth and however difficult, punish the real authors of this crime."	battle -> conflict	TRUE	TRUE	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	100	100	"{9, 4}"	"{9, 4}"	TRUE	TRUE	FALSE
bn/voa/00/voa_0039	40	21	"To those who attacked them, we say you will not find a safe harbor, we will find you and justice will prevail."	"To those who attacked them, we say you will not find a dangerous harbor, we will find you and justice will prevail."	safe -> dangerous	FALSE	TRUE	"[[[1, 4], [19, 19], [8, 8]], [[6, 6], [16, 16]]]"	"[['those who attacked them', 'you', 'you'], ['we', 'we']]"	"[[[1, 4], [4, 4], [8, 8], [19, 19]], [[6, 6], [16, 16]]]"	"[['those who attacked them', 'them', 'you', 'you'], ['we', 'we']]"	"[[[1, 4], [4, 4], [8, 8], [19, 19]], [[6, 6], [16, 16]]]"	"[['those who attacked them', 'them', 'you', 'you'], ['we', 'we']]"	100	100	"{3, 5, 7, 8, 9}"	"{3, 5, 7, 8, 9}"	TRUE	TRUE	TRUE
mz/sinorama/10/ectb_1009	115	12	"Whether its arrival was by accident or design, a new age for Taiwanese firms in Dongguan is here."	"Whether its arrival was by accident or intent, a new age for Taiwanese firms in Dongguan is here."	design -> intent	FALSE	FALSE	"[[[1, 1], [9, 16]]]"	"[['its', 'a new age for Taiwanese firms in Dongguan']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
bn/cnn/02/cnn_0249	158	32	"Apparently, he was on his way to greet reporters at the time outside the main government office there in Belgrade."	"Apparently, he was on his way to greet reporters at the time outside the main government billet there in Belgrade."	office -> billet	TRUE	TRUE	"[[[2, 2], [5, 5]]]"	"[['he', 'his']]"	"[[[2, 2], [5, 5]]]"	"[['he', 'his']]"	"[[[2, 2], [5, 5]]]"	"[['he', 'his']]"	100	100	"{3, 5, 10, 11, 12}"	"{3, 5, 10, 11, 12}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2366	160	11	Being successful in careers and spending the money they make are top priorities for this group.	Being successful in careers and spending the money they attain are top priorities for this group.	make -> attain	FALSE	FALSE	"[[[8, 8], [14, 15]]]"	"[['they', 'this group']]"	[]	[]	"[[[3, 3], [8, 8]]]"	"[['careers', 'they']]"	0	0	set()	"{8, 9}"	FALSE	TRUE	TRUE
nw/xinhua/01/chtb_0179	117	20	"Ashitaer, the UN representative of Yemen strongly condemned this incident and asked the United Nations Security Council to be responsible for the passed resolution No. 678 which permits military actions against Iraq."	"Ashitaer, the UN representative of Yemen strongly condemned this incident and asked the United Nations Security Council to be responsible for the passed irresoluteness No. 678 which permits military actions against Iraq."	resolution -> irresoluteness	FALSE	FALSE	"[[[3, 3], [14, 15]]]"	"[['UN', 'United Nations']]"	[]	[]	"[[[3, 3], [14, 15]]]"	"[['UN', 'United Nations']]"	0	0	set()	{5}	FALSE	TRUE	TRUE
bn/abc/00/abc_0029	5	13	We asked Judy Muller if she would like to do the story of a fascinating man.	We asked Judy Muller if she would like to do the story of a riveting man.	fascinating -> riveting	TRUE	TRUE	"[[[2, 3], [5, 5]]]"	"[['Judy Muller', 'she']]"	"[[[2, 3], [5, 5]]]"	"[['Judy Muller', 'she']]"	"[[[2, 3], [5, 5]]]"	"[['Judy Muller', 'she']]"	100	100	"{4, 6}"	"{4, 6}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2377	122	27	"Thus, in a civil case, a defendant may be called as a witness, he may be forced to testify or take the Fifth, and his taking of the Fifth may permit the drawing of an adverse inference against him in the civil matter."	"Thus, in a civil case, a defendant may be called as a looker, he may be forced to testify or take the Fifth, and his taking of the Fifth may permit the drawing of an adverse inference against him in the civil matter."	witness -> looker	FALSE	TRUE	"[[[7, 8], [16, 16], [28, 28], [42, 42]], [[24, 25], [31, 32]], [[28, 32], [23, 23]]]"	"[['a defendant', 'he', 'his', 'him'], ['the Fifth', 'the Fifth'], ['his taking of the Fifth', 'take']]"	"[[[7, 8], [16, 16], [28, 28], [42, 42]], [[24, 25], [31, 32]]]"	"[['a defendant', 'he', 'his', 'him'], ['the Fifth', 'the Fifth']]"	"[[[7, 8], [16, 16], [28, 28], [42, 42]], [[24, 25], [31, 32]]]"	"[['a defendant', 'he', 'his', 'him'], ['the Fifth', 'the Fifth']]"	100	100	"{4, 5, 6, 7, 10}"	"{4, 5, 6, 7, 10}"	TRUE	TRUE	TRUE
bn/voa/00/voa_0009	116	9	"This is another thing that the Indians were glad to hear him say, and he also said that both India and Russia suffer from the same sort of terrorism, as he put it, referring of course to the separatist militancies in Chechnya and Russia and in Jammu and Kashmir."	"This is another thing that the Indians were glad to hear him enjoin, and he also said that both India and Russia suffer from the same sort of terrorism, as he put it, referring of course to the separatist militancies in Chechnya and Russia and in Jammu and Kashmir."	say -> enjoin	FALSE	TRUE	"[[[22, 22], [46, 46]], [[20, 20], [5, 6]], [[11, 11], [32, 32], [15, 15]]]"	"[['Russia', 'Russia'], ['India', 'the Indians'], ['him', 'he', 'he']]"	"[[[11, 11], [15, 15], [32, 32]], [[22, 22], [46, 46]]]"	"[['him', 'he', 'he'], ['Russia', 'Russia']]"	"[[[11, 11], [15, 15], [32, 32]], [[22, 22], [46, 46]]]"	"[['him', 'he', 'he'], ['Russia', 'Russia']]"	100	100	"{4, 6, 7, 8, 10, 12, 14, 16, 17}"	"{4, 6, 7, 8, 10, 12, 14, 16, 17}"	TRUE	TRUE	TRUE
bn/cnn/01/cnn_0119	165	6	Allison says she hopes there will be other shows that feature kids like her.	Allison says she hopes there will be other shows that feature fry like her.	kids -> fry	TRUE	TRUE	"[[[13, 13], [0, 0], [2, 2]]]"	"[['her', 'Allison', 'she']]"	"[[[0, 0], [2, 2], [13, 13]]]"	"[['Allison', 'she', 'her']]"	"[[[0, 0], [2, 2], [13, 13]]]"	"[['Allison', 'she', 'her']]"	100	100	"{16, 3, 6, 9, 12}"	"{16, 3, 6, 9, 12}"	TRUE	TRUE	FALSE
